winside,d_1,d_2,d_3,d_4,d_5,r_1,r_2,r_3,r_4,r_5
dire,7,33,1,21,22,35,4,34,59,57
radiant,6,35,28,32,50,27,9,60,23,53
dire,59,15,22,53,60,67,14,23,32,4
dire,50,36,6,19,28,25,9,60,11,17
dire,35,5,63,68,16,69,13,66,41,4
dire,7,6,68,40,13,55,59,31,9,23
radiant,35,61,17,25,42,32,53,4,9,38
dire,30,21,63,2,29,65,6,28,59,47
dire,8,41,31,61,40,17,38,68,10,65
dire,9,28,27,35,21,39,38,57,34,4
dire,42,15,38,1,4,26,57,32,58,35
dire,33,6,29,67,59,35,31,69,7,9
radiant,73,21,8,25,32,41,47,5,28,59
dire,49,36,25,51,15,4,53,60,19,33
radiant,54,58,33,36,10,5,55,11,32,18
radiant,42,21,60,22,39,11,13,18,68,9
dire,73,41,50,58,51,26,40,60,29,27
dire,60,29,54,38,20,10,31,14,47,37
dire,36,67,25,9,18,50,1,35,2,11
radiant,14,53,35,40,31,58,30,4,20,59
radiant,49,21,61,23,60,58,6,50,59,54
dire,29,50,63,31,35,21,39,38,65,54
radiant,28,35,9,67,7,14,13,6,63,47
dire,11,47,59,45,4,1,14,2,42,15
dire,29,15,14,13,31,63,73,58,35,11
radiant,27,13,45,40,42,32,14,16,59,60
radiant,54,6,4,45,14,53,32,30,60,1
dire,32,40,38,49,35,69,33,6,1,66
dire,73,67,7,42,128,54,31,60,25,6
radiant,39,38,65,67,40,42,59,6,5,58
radiant,34,59,47,57,8,25,32,14,50,18
radiant,21,9,14,51,4,67,54,63,31,2
radiant,27,26,73,20,47,17,41,57,68,14
radiant,4,59,69,17,18,14,60,52,7,35
radiant,63,41,23,49,21,54,32,4,42,13
radiant,51,47,16,5,53,14,58,6,57,63
dire,18,9,40,7,53,23,55,47,28,27
radiant,57,59,7,67,17,53,54,8,18,68
radiant,63,17,38,18,55,4,50,31,51,40
dire,37,54,39,49,27,9,59,60,14,55
radiant,64,28,6,57,73,15,67,30,42,61
dire,42,35,38,8,20,21,69,22,61,28
radiant,21,67,20,69,40,16,61,8,37,31
radiant,18,6,36,29,25,66,11,33,61,60
dire,68,35,57,1,42,64,6,27,40,14
dire,31,7,16,66,9,51,28,69,67,37
dire,35,7,68,45,59,10,50,14,65,9
dire,45,15,32,30,59,14,64,27,25,63
dire,54,34,21,14,32,58,73,69,16,35
radiant,53,38,2,35,1,42,21,47,59,5
dire,25,8,19,5,18,54,15,7,9,11
dire,32,19,36,10,54,1,40,28,41,38
radiant,14,64,61,50,21,54,9,27,20,41
radiant,59,4,19,47,68,39,1,14,7,11
dire,54,14,73,32,31,59,22,33,38,1
dire,11,73,68,66,42,67,54,15,21,59
dire,4,69,57,5,9,16,22,60,14,59
radiant,13,47,20,7,14,17,63,1,28,27
dire,26,5,9,49,63,7,47,8,25,37
radiant,26,6,11,15,57,16,1,34,31,7
dire,35,41,59,73,22,18,6,21,69,40
dire,47,7,55,57,9,59,5,40,61,14
radiant,59,37,25,9,21,54,20,53,49,33
dire,54,59,25,15,19,26,14,4,68,8
radiant,55,59,35,51,36,34,9,27,40,28
dire,14,69,25,32,31,54,6,60,4,21
dire,4,17,22,29,54,26,47,7,19,73
radiant,53,10,6,31,68,8,57,16,26,13
dire,60,59,53,22,16,4,51,9,1,69
radiant,21,47,68,14,73,54,45,1,63,22
radiant,6,13,57,37,19,53,68,42,27,59
dire,39,37,6,18,59,21,1,61,25,42
dire,37,50,1,45,54,57,60,14,64,10
radiant,14,35,53,28,2,59,38,17,13,41
dire,60,29,20,27,35,31,2,54,1,61
dire,21,47,37,29,14,54,16,63,36,53
dire,20,29,49,69,9,11,7,53,54,35
dire,53,20,60,9,19,7,39,14,28,45
dire,15,14,41,32,33,17,11,30,19,68
radiant,14,1,9,51,7,25,58,42,32,26
radiant,63,40,1,53,41,15,14,7,60,5
dire,26,14,1,32,55,60,34,6,28,53
dire,42,6,60,15,38,21,1,14,53,39
radiant,5,40,14,73,26,51,1,50,54,31
radiant,53,65,1,50,57,27,6,54,34,9
radiant,53,69,14,59,63,23,39,33,40,13
radiant,36,42,130,26,10,14,32,20,64,2
radiant,14,42,40,59,27,6,41,9,2,31
radiant,69,16,60,51,41,4,66,7,20,17
dire,57,59,1,14,53,67,27,68,54,32
dire,15,40,67,42,6,59,41,26,31,28
radiant,19,63,22,21,53,9,57,20,59,14
radiant,2,67,59,6,29,63,57,5,20,68
radiant,32,55,40,59,31,35,25,73,66,65
radiant,29,14,6,38,33,11,68,8,31,1
radiant,45,47,18,54,20,53,21,22,42,26
radiant,60,2,42,40,15,19,35,21,31,13
dire,68,7,54,64,60,4,32,9,5,14
radiant,18,41,9,10,7,14,27,16,67,30
radiant,6,37,42,21,14,35,63,39,51,60
dire,40,32,60,31,47,69,17,37,18,30
dire,69,11,1,64,20,42,4,6,29,52
dire,19,4,25,9,28,34,15,14,8,6
dire,10,57,28,53,60,29,14,38,35,9
radiant,47,7,50,65,14,21,35,2,16,42
radiant,47,7,50,65,14,21,35,2,16,42
radiant,1,23,59,47,8,42,52,34,21,63
radiant,47,7,50,65,14,21,35,2,16,42
radiant,47,7,50,65,14,21,35,2,16,42
dire,21,37,7,73,53,15,2,4,67,14
radiant,1,35,5,7,49,60,31,6,40,47
radiant,52,69,10,68,13,67,17,2,21,50
dire,9,50,49,53,11,4,54,39,1,20
dire,39,61,25,1,14,47,21,49,6,4
dire,37,18,9,21,8,39,6,16,4,36
radiant,5,14,60,25,132,15,23,35,7,26
radiant,2,8,25,68,42,1,63,31,16,35
radiant,5,41,14,68,40,54,11,31,17,6
radiant,25,11,34,2,51,1,6,67,57,22
dire,19,45,22,58,40,39,32,13,26,9
dire,16,2,19,63,7,59,65,1,67,31
radiant,49,31,7,26,53,21,47,55,4,18
radiant,9,19,13,73,53,18,11,35,5,60
dire,17,40,32,31,42,25,54,55,29,60
dire,57,60,9,59,20,36,34,1,73,42
dire,6,31,41,11,73,59,69,14,8,40
dire,28,47,35,29,53,8,1,42,49,20
dire,69,21,17,36,40,5,19,59,61,22
radiant,66,11,7,16,49,27,8,6,28,45
dire,18,32,34,60,6,58,49,61,10,41
dire,9,55,31,32,7,40,73,13,14,25
dire,40,34,54,23,64,61,45,31,51,16
radiant,51,6,2,5,57,1,32,11,40,9
radiant,13,41,45,63,2,21,9,53,17,16
dire,50,54,7,63,19,60,40,31,32,53
radiant,20,45,38,9,4,58,14,32,60,2
radiant,33,41,18,60,67,40,11,16,57,1
dire,53,10,31,32,4,22,21,41,19,23
radiant,1,34,21,26,29,31,32,19,69,15
dire,9,39,68,42,57,32,51,27,6,54
dire,6,29,14,5,27,9,18,57,1,22
radiant,9,53,6,26,28,4,60,39,31,19
radiant,33,9,52,35,51,26,68,14,1,45
radiant,60,31,25,38,29,4,32,73,47,35
radiant,21,9,49,6,27,35,15,1,5,45
radiant,35,29,65,28,47,9,1,22,31,8
dire,4,22,16,21,67,10,29,66,54,18
dire,61,21,23,35,4,17,63,31,32,25
dire,29,17,1,10,65,47,2,45,35,4
dire,32,15,31,53,13,55,17,45,8,14
dire,54,29,40,1,52,4,6,2,30,61
radiant,16,22,29,19,11,40,10,63,54,25
radiant,32,37,69,11,17,13,54,67,49,19
radiant,39,41,14,9,4,64,28,10,63,2
dire,9,8,20,28,54,67,16,36,39,25
radiant,18,45,39,58,9,14,15,42,35,37
dire,13,60,63,21,67,27,6,49,35,7
dire,35,26,18,59,21,58,42,32,31,1
radiant,30,41,16,64,9,1,31,18,32,47
radiant,30,41,16,64,9,1,31,18,32,47
dire,54,6,8,9,29,34,40,53,52,69
dire,1,49,59,15,32,18,2,54,6,14
dire,5,7,32,4,1,22,35,10,69,26
dire,60,8,65,5,9,22,39,14,15,32
dire,39,54,8,59,57,21,1,60,51,41
dire,27,10,14,49,4,1,55,15,8,21
radiant,66,1,39,68,14,30,26,5,63,54
radiant,9,69,32,4,42,68,60,16,10,40
radiant,31,63,21,7,57,51,1,69,5,6
radiant,4,10,19,11,26,2,54,41,5,57
dire,52,60,9,59,20,54,32,39,21,41
radiant,49,25,35,6,18,16,26,53,9,8
radiant,42,65,16,45,55,1,52,2,9,40
dire,6,1,23,18,29,68,42,41,35,59
dire,33,51,21,1,19,63,41,68,47,73
radiant,50,23,35,61,30,1,5,14,53,47
dire,68,1,9,26,7,11,67,50,66,57
radiant,21,10,14,31,67,68,22,1,59,20
radiant,26,35,13,19,16,39,31,9,8,68
dire,60,33,26,61,41,51,9,1,53,30
radiant,26,35,13,19,16,39,31,9,8,68
radiant,68,63,65,1,15,67,14,60,54,8
dire,28,49,22,58,1,9,51,61,14,27
radiant,68,59,21,7,6,53,41,54,29,5
dire,29,31,20,47,59,1,36,63,53,73
radiant,40,10,35,8,58,47,57,21,42,1
radiant,21,65,58,59,4,57,54,49,15,22
dire,35,59,54,25,29,69,60,22,14,45
dire,54,40,42,15,68,63,47,39,32,49
dire,20,11,28,39,66,23,53,9,45,61
dire,22,27,9,8,18,41,17,4,52,50
dire,69,61,33,54,51,55,27,1,14,28
radiant,60,21,1,33,55,32,8,47,18,15
radiant,54,21,60,5,9,35,58,52,14,1
radiant,53,1,36,32,69,14,47,10,26,9
radiant,20,19,1,39,58,16,27,49,11,13
dire,38,42,22,40,1,25,23,10,27,6
radiant,58,20,57,38,36,45,14,51,27,25
dire,132,37,54,58,61,35,60,47,49,22
dire,26,67,14,5,18,58,41,60,9,21
dire,4,68,42,67,65,36,11,47,54,1
radiant,59,38,17,21,45,41,29,31,2,20
dire,41,58,32,19,31,9,64,18,59,61
radiant,57,8,68,14,54,60,50,61,59,9
radiant,9,21,26,53,38,33,68,37,28,59
radiant,41,17,14,26,22,34,15,27,20,9
dire,13,31,53,47,16,34,61,2,1,21
radiant,6,16,29,4,9,23,14,35,39,47
radiant,26,39,41,18,28,19,49,58,32,52
radiant,9,7,55,1,45,35,54,32,40,16
dire,22,63,25,14,15,6,35,54,52,55
dire,42,14,68,17,32,16,22,28,8,53
radiant,13,29,67,32,4,57,40,15,26,16
radiant,68,67,21,19,14,22,27,4,53,42
radiant,47,53,4,14,5,63,45,2,30,32
dire,53,9,68,51,49,32,42,4,30,2
radiant,69,9,6,36,30,10,60,58,45,15
radiant,59,14,39,53,54,1,16,17,36,27
radiant,23,22,27,20,59,2,6,42,1,60
radiant,68,23,47,8,39,60,63,21,14,31
dire,22,61,21,51,67,6,66,19,40,4
radiant,19,35,38,11,26,36,6,29,16,67
dire,59,50,1,14,57,9,47,16,7,31
dire,16,33,4,1,60,14,6,30,42,5
dire,6,26,60,32,38,54,37,22,14,8
radiant,26,66,42,9,54,35,1,32,52,28
dire,1,18,50,27,40,4,16,32,21,35
dire,57,68,53,32,6,61,26,21,49,29
radiant,17,30,42,59,58,1,60,26,16,15
radiant,8,54,20,25,35,19,1,32,63,59
dire,19,10,17,73,40,34,42,6,4,64
dire,16,7,4,53,9,17,51,26,25,41
dire,15,22,14,19,5,6,54,50,32,2
radiant,19,31,33,15,14,1,29,6,40,23
radiant,26,73,5,7,40,1,10,47,18,20
radiant,31,47,29,34,1,53,60,39,17,67
dire,31,55,21,25,22,11,33,2,18,51
radiant,64,23,31,39,40,50,4,49,33,35
radiant,14,49,36,22,32,28,31,45,11,8
radiant,14,49,36,22,32,28,31,45,11,8
radiant,14,49,36,22,32,28,31,45,11,8
radiant,37,2,21,36,61,25,18,29,1,68
dire,59,50,47,2,31,60,23,22,1,30
radiant,61,6,60,5,7,31,57,9,64,28
radiant,4,7,55,35,26,6,47,18,64,8
dire,17,69,20,32,64,4,39,47,2,41
dire,32,1,27,28,30,69,9,60,63,5
radiant,55,54,69,11,68,28,59,37,25,8
dire,19,11,40,8,36,9,26,4,59,53
dire,5,11,25,29,4,15,54,14,69,63
radiant,13,129,9,58,41,29,59,25,35,36
dire,37,38,63,25,9,35,2,50,68,32
dire,49,20,29,17,6,59,14,8,30,34
radiant,22,6,21,4,60,5,2,28,14,73
dire,9,32,33,59,30,53,5,4,36,19
radiant,27,37,16,35,4,8,29,34,1,64
dire,42,21,9,52,54,18,63,10,14,35
radiant,8,31,19,27,64,37,29,17,49,52
dire,28,20,40,8,61,14,34,63,33,4
radiant,6,73,17,68,29,54,9,57,40,22
radiant,67,50,39,54,41,30,35,27,63,38
radiant,73,8,9,22,31,68,14,1,49,59
radiant,52,49,65,37,47,21,14,8,26,9
radiant,42,1,53,131,14,60,30,13,2,67
radiant,41,2,57,32,50,6,19,11,53,17
radiant,53,69,49,68,9,61,16,35,41,25
dire,8,53,22,52,2,54,23,25,19,31
radiant,6,10,60,33,4,32,9,49,20,19
radiant,21,27,31,16,7,59,42,60,53,47
radiant,22,63,57,2,10,21,59,47,7,42
dire,14,26,18,4,20,22,35,59,16,21
radiant,33,26,14,69,68,32,1,53,27,37
dire,63,68,49,54,40,47,67,69,6,45
dire,21,4,33,28,34,40,58,51,9,60
radiant,6,1,27,14,25,61,28,23,20,59
radiant,8,38,5,19,21,50,40,2,45,6
dire,14,13,50,23,39,9,26,47,16,58
radiant,69,21,40,29,4,9,59,58,52,50
dire,7,54,53,6,61,35,25,51,41,39
radiant,73,64,32,36,53,26,10,58,19,14
radiant,9,16,29,21,11,59,64,31,2,14
dire,38,61,25,54,7,41,9,23,34,58
radiant,28,30,1,35,52,8,69,40,29,47
dire,65,42,39,4,66,58,1,2,60,52
dire,14,33,19,26,1,41,65,20,67,23
radiant,19,35,38,53,47,7,60,2,59,54
radiant,23,15,17,14,19,1,13,35,34,49
dire,25,63,42,58,54,22,18,64,34,59
dire,11,1,7,25,33,32,29,41,22,69
radiant,54,8,65,14,45,61,21,9,51,7
radiant,7,4,67,60,2,45,64,14,47,11
radiant,11,8,32,9,20,1,36,31,35,6
radiant,38,35,65,64,63,1,32,14,54,31
radiant,42,2,23,60,6,11,59,29,7,21
dire,64,40,63,26,67,25,42,68,54,1
dire,9,20,53,16,32,21,60,7,11,17
radiant,14,21,15,7,4,41,5,2,29,37
radiant,45,59,40,16,11,21,55,1,63,23
radiant,31,6,69,21,61,54,10,28,7,65
radiant,34,19,32,4,60,14,23,36,63,28
dire,47,58,18,54,20,2,17,32,9,65
radiant,39,42,4,28,36,60,40,54,53,25
radiant,67,68,63,21,29,8,45,47,39,54
dire,34,53,51,29,1,42,26,20,45,8
radiant,20,35,1,22,6,13,51,32,47,63
radiant,14,5,1,41,53,31,16,20,29,8
dire,53,14,9,7,6,52,42,35,19,5
dire,59,14,21,17,1,41,73,35,45,53
dire,58,14,59,38,60,39,8,11,66,54
dire,32,21,4,34,60,39,35,23,57,69
dire,14,61,64,60,8,58,2,6,11,35
dire,59,14,7,8,13,2,22,35,26,58
radiant,35,25,4,6,29,69,10,51,26,67
radiant,35,14,6,54,10,8,53,7,16,69
dire,15,1,27,10,49,35,19,11,58,31
radiant,42,1,41,21,53,32,54,26,16,17
radiant,25,65,23,67,9,54,37,68,17,53
dire,53,14,9,7,6,52,42,35,19,5
dire,9,20,23,15,25,19,60,22,53,7
dire,4,15,1,25,10,55,47,41,42,32
radiant,47,40,20,15,8,34,60,1,26,27
radiant,11,28,23,25,40,2,41,14,22,9
radiant,9,2,67,63,30,20,8,26,23,14
radiant,69,17,27,57,30,23,11,20,18,45
radiant,64,54,68,35,9,36,41,50,14,26
dire,36,16,40,41,60,1,9,53,5,28
dire,8,35,65,19,1,21,32,64,30,27
radiant,9,14,25,8,49,58,29,52,35,66
dire,30,18,35,55,32,54,27,22,21,61
dire,54,38,32,13,27,36,28,33,42,9
radiant,11,42,21,39,23,59,20,14,6,49
dire,41,25,37,61,64,50,59,8,20,16
dire,20,6,7,45,39,21,2,1,22,54
dire,7,54,11,34,5,21,49,67,31,29
radiant,6,59,15,29,50,20,35,42,32,38
radiant,60,14,21,4,20,32,23,38,10,6
radiant,60,14,21,4,20,32,23,38,10,6
dire,11,64,21,51,29,16,35,19,22,63
radiant,69,68,17,47,61,60,10,66,26,14
radiant,60,53,20,45,32,63,57,21,33,38
radiant,32,11,42,28,73,50,5,54,23,15
radiant,16,51,21,69,1,35,14,54,32,31
dire,32,31,20,8,53,54,68,16,40,35
radiant,54,41,35,14,55,45,7,32,2,10
radiant,4,39,14,50,10,53,5,2,6,21
dire,11,17,49,31,69,50,35,59,32,47
dire,32,41,29,16,14,54,53,4,35,13
radiant,2,47,32,34,50,39,53,37,6,23
dire,26,60,54,31,64,50,18,63,19,9
dire,29,47,39,1,26,69,41,67,5,19
dire,31,36,54,60,26,14,28,6,59,33
radiant,6,7,35,63,2,5,59,13,54,4
dire,60,36,8,20,1,53,39,28,73,4
dire,49,6,42,23,60,28,34,32,30,54
radiant,58,63,61,69,132,53,21,1,68,73
radiant,22,21,47,59,30,14,36,54,9,8
radiant,35,32,7,40,8,59,25,16,1,26
radiant,15,14,2,26,7,41,16,11,58,35
radiant,23,20,8,59,55,14,58,21,67,54
radiant,33,63,68,32,55,34,7,40,21,1
radiant,32,51,14,36,26,1,58,54,30,21
radiant,57,18,21,11,1,26,32,59,16,58
radiant,2,57,32,4,9,7,6,39,19,65
radiant,64,20,59,54,60,29,42,47,8,17
dire,8,6,68,53,36,52,26,57,47,23
dire,18,29,5,9,23,35,8,26,41,53
radiant,54,31,22,30,32,41,53,61,19,27
radiant,4,73,21,53,14,36,28,8,45,57
radiant,54,16,51,61,36,29,59,38,68,28
dire,5,23,54,52,6,14,7,1,21,4
dire,54,60,6,129,31,68,30,29,42,69
dire,30,47,25,29,32,27,4,55,28,63
radiant,54,19,39,25,58,60,55,27,40,31
radiant,61,14,6,17,69,28,59,19,32,7
dire,41,31,5,14,67,30,54,60,53,6
dire,36,9,15,37,54,5,8,25,40,53
dire,2,40,16,52,22,4,49,30,32,9
dire,64,49,4,20,37,26,21,73,42,32
dire,2,30,6,1,47,16,52,63,59,61
dire,27,32,55,39,58,20,8,57,16,4
dire,2,25,54,68,22,4,8,40,15,18
radiant,22,15,7,9,29,4,66,54,39,23
dire,63,32,47,20,4,21,41,22,28,73
radiant,52,63,37,41,29,66,60,51,1,42
dire,5,7,67,14,35,32,54,6,20,42
radiant,53,23,35,39,6,14,32,15,31,28
radiant,69,18,47,23,31,19,73,53,39,2
dire,47,28,68,6,60,7,42,15,40,21
dire,68,20,28,54,1,31,32,26,7,63
dire,67,64,14,16,29,20,42,63,27,45
radiant,51,42,54,21,16,36,32,26,22,29
dire,23,21,32,1,50,58,8,38,11,7
radiant,14,47,29,22,40,4,45,31,54,16
radiant,53,42,5,63,14,67,26,60,64,29
dire,25,21,20,15,40,6,10,19,1,32
radiant,36,21,60,47,58,2,73,20,59,64
dire,33,50,2,13,17,54,32,36,55,14
radiant,47,41,42,37,73,19,68,36,31,1
radiant,64,7,17,49,52,20,8,68,29,4
radiant,10,26,37,59,41,7,36,5,9,68
dire,6,22,58,35,54,14,31,60,42,57
radiant,69,41,53,14,68,16,7,67,66,59
dire,49,8,17,57,22,21,18,60,14,10
dire,68,16,21,57,20,54,5,66,2,34
radiant,8,57,68,5,67,73,33,40,9,19
radiant,28,64,25,63,29,33,31,67,14,60
radiant,54,50,59,69,63,28,9,14,68,33
radiant,73,21,59,2,29,66,32,51,52,35
dire,28,5,35,60,39,37,59,14,64,63
radiant,45,38,68,9,32,59,30,31,1,42
dire,16,63,31,47,57,7,1,34,65,6
radiant,11,16,53,32,13,4,7,66,36,60
dire,69,21,4,15,2,14,6,52,32,7
radiant,25,63,45,73,28,14,65,51,41,5
dire,54,32,21,23,9,69,4,33,17,25
radiant,47,66,28,22,1,21,35,58,54,16
radiant,9,21,8,18,54,4,35,34,42,45
radiant,22,53,2,32,7,54,6,8,37,14
dire,9,42,11,7,21,17,68,45,2,16
dire,31,27,9,15,23,58,22,61,19,32
dire,42,17,26,57,54,11,69,53,41,9
radiant,47,63,17,53,16,26,15,55,60,54
dire,4,15,60,6,68,55,1,30,58,29
radiant,30,9,63,59,31,1,39,8,16,26
radiant,7,68,65,35,132,1,20,54,59,57
dire,28,20,35,5,49,19,32,21,69,25
radiant,49,7,53,6,4,14,9,23,68,40
dire,63,38,8,17,58,57,65,73,1,54
radiant,54,63,16,14,25,60,18,20,37,6
dire,20,54,42,50,11,41,22,63,65,27
radiant,73,40,1,8,35,67,63,11,6,5
dire,50,11,28,21,9,32,53,7,68,58
dire,45,59,26,27,18,47,1,49,11,21
dire,15,6,36,53,4,45,8,23,61,22
radiant,67,10,69,65,25,36,41,21,20,49
radiant,45,14,63,30,8,4,50,54,27,67
radiant,55,15,61,51,33,1,31,18,54,21
radiant,22,17,73,2,61,20,9,63,32,7
dire,34,16,14,32,20,19,53,41,50,67
radiant,18,28,7,50,16,5,64,67,14,54
radiant,49,20,32,26,29,14,9,47,31,16
dire,53,40,7,8,54,42,14,23,22,19
dire,14,9,40,52,10,34,5,42,8,60
dire,41,40,50,54,67,57,28,35,32,63
dire,38,9,28,40,36,59,42,67,7,58
radiant,42,33,21,6,73,59,54,32,5,1
dire,68,22,49,4,26,20,40,8,69,16
radiant,42,49,39,15,8,32,35,61,28,54
dire,5,32,18,26,69,38,37,9,1,20
radiant,6,2,49,33,7,32,31,42,54,60
dire,59,68,54,9,53,6,30,25,67,69
dire,59,54,27,34,26,13,6,16,63,8
radiant,6,16,9,64,53,23,25,49,54,40
radiant,36,23,42,1,52,35,22,7,20,33
dire,49,4,38,7,35,6,9,41,29,69
radiant,34,53,20,32,1,27,63,29,35,26
dire,6,19,14,13,67,16,15,2,21,8
radiant,31,26,67,19,35,9,22,6,32,59
radiant,21,54,55,11,29,69,35,66,53,59
dire,14,22,7,10,64,9,41,17,6,8
dire,40,32,4,42,25,27,54,21,38,20
radiant,25,2,21,60,1,41,18,19,33,35
radiant,58,57,10,2,31,67,52,20,38,29
radiant,22,5,9,32,50,65,1,60,28,6
dire,29,19,9,31,54,53,6,69,11,16
dire,50,16,25,15,67,21,7,19,20,1
radiant,6,64,8,58,9,38,68,21,30,20
dire,29,51,39,32,15,49,26,53,6,14
dire,1,5,68,9,41,64,54,59,25,21
radiant,36,40,59,8,55,27,1,64,35,54
dire,14,22,59,61,39,10,68,17,2,40
radiant,8,26,13,60,7,21,53,10,59,32
radiant,53,60,67,39,10,54,21,35,52,19
dire,68,52,42,29,9,37,10,67,55,14
radiant,35,53,47,63,2,30,28,41,68,22
dire,69,60,68,15,21,57,16,42,35,11
dire,27,30,67,29,53,14,33,55,23,61
radiant,57,49,17,38,35,32,31,5,14,41
dire,45,25,14,10,54,1,58,67,59,68
radiant,39,38,42,69,40,16,64,23,59,20
radiant,68,15,67,28,5,73,49,26,14,41
dire,22,18,60,7,1,15,54,35,47,14
radiant,61,29,53,54,20,57,63,5,21,67
radiant,14,4,63,42,55,5,7,54,51,6
dire,16,17,59,26,4,67,10,15,8,54
dire,51,22,39,25,60,42,4,67,32,6
dire,45,57,4,17,14,42,1,6,60,33
dire,19,31,2,29,4,21,54,14,59,63
radiant,37,40,73,13,69,32,53,18,26,59
dire,8,59,9,17,28,21,10,35,32,57
radiant,67,69,7,54,25,32,1,4,26,52
radiant,9,64,54,18,39,35,42,28,25,6
dire,8,1,13,2,51,33,25,6,55,9
dire,37,11,60,28,42,1,40,54,25,14
radiant,27,26,34,69,6,9,1,55,57,60
dire,58,32,63,40,29,14,20,54,41,4
dire,14,11,25,63,58,4,45,59,33,35
radiant,29,38,41,1,68,8,28,14,31,32
radiant,53,32,6,16,7,25,14,27,51,36
dire,40,41,7,57,60,32,14,20,1,9
dire,7,21,31,9,33,8,59,53,13,57
radiant,21,40,5,59,51,31,9,54,37,32
dire,10,64,2,16,41,1,11,20,7,5
dire,41,68,5,17,52,61,21,7,15,27
radiant,55,2,14,58,7,25,63,16,59,40
dire,51,15,4,53,28,34,32,23,60,35
dire,34,35,52,53,16,54,21,67,15,31
radiant,11,45,32,60,14,47,7,22,59,33
dire,6,68,5,18,14,17,60,19,21,61
dire,36,69,2,40,4,7,21,17,6,14
radiant,28,15,18,34,33,22,63,9,14,42
radiant,60,22,26,7,19,49,58,8,27,35
radiant,1,59,6,27,28,67,14,53,32,52
radiant,57,19,41,6,73,21,1,17,68,54
dire,61,59,47,19,52,67,26,6,40,7
radiant,59,20,7,60,8,1,22,57,68,41
radiant,50,2,32,7,25,67,21,31,22,28
dire,18,32,64,40,42,19,47,1,25,59
radiant,30,68,28,25,11,33,49,9,16,1
dire,45,21,20,32,41,2,37,6,34,25
radiant,35,65,14,54,6,59,50,42,22,68
dire,13,54,6,4,25,21,41,27,49,31
dire,18,32,64,40,42,19,47,1,25,59
dire,47,9,54,49,30,58,59,45,69,23
radiant,51,10,29,21,8,7,30,27,41,9
dire,26,42,60,4,6,14,7,61,32,22
radiant,49,16,5,67,63,7,47,21,51,27
dire,32,29,8,13,35,21,9,23,38,54
dire,40,22,29,54,58,37,31,1,2,60
dire,42,9,50,32,53,6,7,54,8,14
radiant,20,19,11,29,68,1,23,36,64,42
dire,59,33,41,4,29,23,1,21,53,9
radiant,26,67,8,27,54,36,17,35,9,30
radiant,50,33,49,35,5,57,54,6,22,53
radiant,60,22,35,7,10,20,9,18,29,50
radiant,26,10,18,53,27,49,15,41,31,57
dire,27,40,18,31,1,20,63,45,16,17
radiant,10,23,9,22,17,7,42,29,20,58
radiant,21,53,73,58,42,52,59,37,13,1
radiant,29,35,34,14,27,37,16,5,1,11
radiant,28,6,21,66,9,14,10,29,15,31
dire,7,27,29,6,10,17,53,11,38,4
radiant,53,8,73,54,20,29,31,6,13,11
radiant,55,66,4,21,35,20,57,14,7,8
dire,17,35,32,29,55,25,60,9,8,54
dire,5,42,32,21,25,28,26,27,41,22
radiant,66,69,22,8,73,54,58,6,53,59
dire,58,69,37,33,15,51,13,11,1,34
dire,8,14,1,4,22,60,58,29,15,69
radiant,23,1,2,54,17,61,6,59,35,13
radiant,54,41,68,20,1,36,9,67,59,22
radiant,61,13,31,73,8,53,10,54,52,40
dire,68,5,45,1,6,64,50,67,61,14
dire,16,31,40,58,9,49,51,1,7,64
radiant,22,53,61,35,42,10,40,20,7,13
dire,54,59,21,60,37,6,39,69,16,29
dire,57,26,31,23,1,2,33,47,20,32
radiant,60,13,9,2,6,54,30,35,21,51
radiant,6,5,19,8,63,40,30,35,57,60
radiant,26,16,4,65,9,73,42,36,14,27
radiant,26,16,4,65,9,73,42,36,14,27
radiant,26,16,4,65,9,73,42,36,14,27
radiant,26,16,4,65,9,73,42,36,14,27
radiant,1,59,31,41,30,8,20,14,67,5
radiant,26,16,4,65,9,73,42,36,14,27
dire,18,4,37,9,45,54,14,1,5,33
dire,6,31,60,4,53,9,40,14,61,28
dire,9,6,30,28,2,34,69,68,63,19
dire,55,131,1,66,73,11,4,9,16,54
dire,42,28,13,65,35,33,19,61,25,51
radiant,6,17,4,21,22,38,41,50,8,59
radiant,14,58,61,5,29,7,16,6,21,28
dire,5,69,9,14,57,42,22,40,6,2
radiant,15,19,7,59,26,8,33,16,18,22
dire,9,54,49,68,31,19,6,7,39,29
radiant,10,5,23,26,25,57,40,9,1,14
dire,68,6,22,1,21,41,69,67,33,19
radiant,19,53,54,9,36,17,42,8,5,1
dire,35,30,31,18,21,7,15,51,68,39
dire,49,1,26,57,36,8,31,40,59,29
radiant,59,10,9,66,28,6,37,64,7,38
dire,35,27,39,40,67,32,19,5,59,60
dire,28,39,58,41,54,53,9,67,7,42
dire,23,54,31,50,14,61,7,21,53,27
radiant,57,18,5,60,13,6,66,25,23,41
dire,49,32,22,36,16,37,15,34,20,41
radiant,63,37,6,31,73,16,40,10,49,14
radiant,20,42,1,50,6,54,33,31,40,9
dire,16,52,61,6,69,68,49,38,58,8
radiant,32,67,58,2,27,33,15,8,42,55
dire,39,69,1,4,35,67,8,63,26,29
radiant,42,49,39,15,8,32,35,61,28,54
dire,39,17,16,22,14,9,27,58,11,35
